Property_Title,Price,Area_SqFt,BHK,Bathrooms,Furnishing_Status,Property_Type,Seller_Type,Project_Name,Locality,Posted_Date,Floor_Number,Source_Website,Raw_JSON,Price_Lakhs,Area_SqFt_Clean,BHK_Clean,Extracted_Locality,Furnishing_Status_Clean,Bathrooms_Clean,Price_Per_SqFt,Locality_Tier,Property_Category,BHK_Type,Luxury_Score,Space_Efficiency,Carpet_Area_Est,Vastu_Compliant,Transaction_Type,Gated_Community,Price_Fairness,Actual_Locality,Consolidated_Locality,Final_Locality,Clean_Locality
"2 BHK Flat for Sale in Rajyash Reyansh, Vasna, Ahmedabad",₹55 Lac,550 sqft,2 BHK,,Furnished,Apartment,Owner,,"Rajyash Reyansh, Vasna, Ahmedabad",,,MagicBricks,"11 | + | Photos | Updated 1 month ago | Owner: Arun | 2 BHK Flat for Sale in Rajyash Reyansh, Vasna, Ahmedabad | Rajyash Reyansh | Carpet Area | 550 sqft | Status | Ready to Move | Floor | 5 out of 7 | Transaction | Resale | Furnishing | Furnished | facing | East | overlooking | Garden/Park, Main Road | Society | Rajyash Reyansh | Ownership | Freehold | Bathroom | 2 | Balcony | 1 | East Facing Property | Opposite Silver Flora | Multistorey apartment is available for sale. Road Garden facing property. Fully furnished with fresh air and natural Sunlight. | View Property | Nearby | Ruth Memorial School | Ahmedabad Arts and Commerce College | Jivandeep Hospital | Vasna Bus Stop | Apmc Metro Station | ₹ | 55 Lac | ₹ | 9016 per sqft | Contact Owner | Get Phone No.",55.0,550,2,"Rajyash Reyansh, Vasna, Ahmedabad",Furnished,2,10000.0,Luxury,Budget,2 BHK,2,275.0,385,1,New Booking,1,Fair Value,Vasna,Vasna,Vasna,Vasna
"2 BHK Flat for Sale in Gota, Ahmedabad",₹68 Lac,976 sqft,2 BHK,,Unfurnished,Villa/Bungalow,Owner,,"Gota, Ahmedabad",,7Th Floor,MagicBricks,"10 | + | Photos | Posted: Sep 18, '25 | Owner: Rahul | 2 BHK Flat for Sale in Gota, Ahmedabad | Carpet Area | 976 sqft | Status | Ready to Move | Transaction | Resale | Furnishing | Unfurnished | facing | West | overlooking | Garden/Park, Pool, Main Road | Ownership | Freehold | Car Parking | 1 Covered, | Bathroom | 2 | Balcony | 1 | Find your dream home with this beautiful 2 BHK flat available for sale in the energetic neighborhood of Gota, Ahmedabad. Not only does this property provide a cozy living area, but it also offers contemporary facilities and a friendly community, which makes it a suitable option for families and individuals alike.::::::Property Specifications::::::This ready-to-move flat measures a super area of 1395 sq ft and is well-located on the 7th floor of a well-maintained 10-story building. The apartment is semi-furnished, with lights and fans in all rooms, as well as a dressing table in the bedroom.::::::It is Vaastu friendly and opens towards the West, receiving pleasing evening light and a positive vibe. The plan features two large bedrooms and two bathrooms (one for the master bedroom and one shared, both having a Western design).::::::Relish the fresh breeze from the balcony that is a part of the living space with a beautiful garden view. The L-shaped living-dining space is spacious enough for family reunions, and the modular kitchen is equipped with a utility space for extra comfort. The floor in the flat is covered with sophisticated vitrified tiles.::::::Facilities::::::This house is provided with basic amenities for your convenience and comfort. It has a single covered car parking space and has 24-hour water supply through borewell and corporation. The building also has 100% power backup in common areas, security services, and CCTV surveillance for increased security.::::::The residents have the convenience of two lifts for easy movement. The neighborhood has various amenities, such as a garden park, a children's play area, and sports facilities like a children's basketball court and a children's tennis court, which make the area a child-friendly area.::::::Locality::::::Well-placed in the heart of Gota, Ahmedabad, this flat is surrounded by vital services and facilities. Various schools and hospitals are located within proximity, making access to education and healthcare a breeze. Various malls and supermarkets are also in the vicinity, taking care of all your shopping needs.::::::Public transportation is easily accessible, with buses and auto-rickshaws offering easy commute facilities. Also, there are banks and ATMs within close proximity for your convenience. Sabarmati railway station is 8 km away, and the Wadaj metro station is 6 km away, which improves connectivity with the rest of the city. | View Property | Nearby | shree radhe super market | Athena Avenue | Silver Oak College Of Engineering And Technology | Nirma University of Science and Technology | Vedant Multispeciality Hospital | Rudram Hospital | Melady Estate | P Square Movieplex | Vandematram Arcade | ₹ | 68 Lac | ₹ | 4875 per sqft | Contact Owner | Get Phone No.",68.0,976,2,"Gota, Ahmedabad",Unfurnished,2,6967.21,Premium,Budget,2 BHK,5,488.0,683,0,New Booking,1,Fair Value,,Unknown,Other,Unknown
"3 BHK Flat for Sale in Dev Parivesh, Sabarmati, Ahmedabad",₹78 Lac,106 sqyrd,3 BHK,,Furnished,Apartment,Owner,,"Dev Parivesh, Sabarmati, Ahmedabad",,,MagicBricks,"10 | + | Photos | Updated 1 month ago | Owner: Laxman Choudhary | 3 BHK Flat for Sale in Dev Parivesh, Sabarmati, Ahmedabad | Dev Parivesh | Carpet Area | 106 sqyrd | Status | Ready to Move | Floor | 5 out of 7 | Transaction | Resale | Furnishing | Furnished | Society | Dev Parivesh | Bathroom | 3 | Balcony | 1 | View Property | Nearby | Aagam Avenue | St Joseph Higher Secondary School | SHREE R N ENGLISH SCHOOL | Panchshil Hospital | AEC Metro Station | Sabarmati Metro Station | ₹ | 78 Lac | ₹ | 4710 per sqft | Contact Owner | Get Phone No.",78.0,954,3,"Dev Parivesh, Sabarmati, Ahmedabad",Furnished,3,8176.1,Premium,Premium,3 BHK,1,318.0,668,0,Resale,1,Fair Value,Sabarmati,Sabarmati,Sabarmati,Sabarmati
"2 BHK Flat for Sale in Ratnaakar Verte, South Bopal, Bopal, Ahmedabad",₹65 Lac,1185 sqft,2 BHK,,Unfurnished,Apartment,Owner,,"Ratnaakar Verte, South Bopal, Bopal, Ahmedabad",,,MagicBricks,"21 | + | Photos | Posted: Sep 17, '25 | Owner: Pratipalsinh Vaghela | 2 BHK Flat for Sale in Ratnaakar Verte, South Bopal, Bopal, Ahmedabad | Ratnaakar Verte | Super Area | 1185 sqft | Status | Ready to Move | Floor | 4 out of 13 | Transaction | Resale | Furnishing | Unfurnished | Society | Ratnaakar Verte | Bathroom | 2 | Balcony | 1 | View Property | Nearby | Green Grocers | Parul Institute of Applied Sciences and Research | Galaxy Hospital - Multispeciality Hospital | Sobo Center | Aaradhya Complex | ₹ | 65 Lac | ₹ | 5485 per sqft | Contact Owner | Get Phone No.",65.0,1185,2,"Ratnaakar Verte, South Bopal, Bopal, Ahmedabad",Unfurnished,2,5485.23,Mid-Segment,Budget,2 BHK,1,592.5,830,0,Resale,1,Fair Value,South Bopal,South Bopal,Bopal,Bopal
"2 BHK Flat for Sale in Dev Krupa IV, Nikol, Ahmedabad",₹38 Lac,1215 sqft,2 BHK,,Semi-Furnished,Apartment,Owner,,"Dev Krupa IV, Nikol, Ahmedabad",,,MagicBricks,"5 | + | Photos | Updated 3 months ago | Owner: Nilamchauhan | 2 BHK Flat for Sale in Dev Krupa IV, Nikol, Ahmedabad | Dev Krupa IV | Carpet Area | 1215 sqft | Status | Ready to Move | Floor | 4 out of 5 | Transaction | Resale | Furnishing | Semi-Furnished | Society | Dev Krupa IV | Bathroom | 2 | Balcony | 1 | Multistorey apartment is available for sale. It is a good location property. Please contact for more details. | View Property | Nearby | Pavilion | Pancham mall | St. Paul English School | Sahajanand Institute | Indus hospital | Kanba Hospital | DMart | Pavilion Mall | Nikol Bus Stop | ₹ | 38 Lac | Contact Owner | Get Phone No.",38.0,1215,2,"Dev Krupa IV, Nikol, Ahmedabad",Semi-Furnished,2,3127.57,Affordable,Budget,2 BHK,1,607.5,850,0,Resale,1,Fair Value,Nikol,Nikol,Nikol,Nikol
2 BHK Flat for Sale in Ahmedabad,₹45 Lac,1017 sqft,2 BHK,,Semi-Furnished,Apartment,Owner,,Ahmedabad,,,MagicBricks,"15 | + | Photos | Posted: Sep 07, '25 | Owner: Kinjalk Mehta | 2 BHK Flat for Sale in Ahmedabad | Carpet Area | 1017 sqft | Status | Ready to Move | Floor | 4 out of 4 | Transaction | Resale | Furnishing | Semi-Furnished | facing | South -West | overlooking | Main Road | Ownership | Power Of Attorney | Bathroom | 2 | Balcony | 2 | nearby national highway | View Property | ₹ | 45 Lac | ₹ | 4425 per sqft | Contact Owner | Get Phone No.",45.0,1017,2,Ahmedabad,Semi-Furnished,2,4424.78,Mid-Segment,Budget,2 BHK,1,508.5,712,0,Resale,0,Undervalued (Great Deal),Ahmedabad,Ahmedabad,Other,Unknown
"1 BHK Flat for Sale in Shiv Ganesh Residency, Nikol, Ahmedabad",₹23 Lac,750 sqft,1 BHK,,Unfurnished,Apartment,Owner,,"Shiv Ganesh Residency, Nikol, Ahmedabad",,,MagicBricks,"5 | + | Photos | Posted: Sep 12, '25 | Owner: vivek | 1 BHK Flat for Sale in Shiv Ganesh Residency, Nikol, Ahmedabad | Shiv Ganesh Residency | Super Area | 750 sqft | Status | Ready to Move | Floor | 2 out of 5 | Transaction | Resale | Furnishing | Unfurnished | overlooking | Garden/Park, Main Road | Society | Shiv Ganesh Residency | Bathroom | 1 | Balcony | 1 | Multistorey apartment is available for sale. It is a good location property. Please contact for more details. | View Property | Nearby | Pancham mall | Jay Bhagirath Seasonable Store | VIP International School. | Eg Edugreed Tuition Classes | Harmony Hospital | Indus hospital | DMart | DMart | Nikol Bus Stop | ₹ | 23 Lac | ₹ | 3067 per sqft | Contact Owner | Get Phone No.",23.0,750,1,"Shiv Ganesh Residency, Nikol, Ahmedabad",Unfurnished,1,3066.67,Affordable,Budget,1 BHK,2,750.0,525,0,Resale,1,Fair Value,Nikol,Nikol,Nikol,Nikol
"3 BHK Flat for Sale in Shahpur, Ahmedabad",₹1.25 Cr,396 sqft,3 BHK,,Semi-Furnished,Apartment,Owner,,"Shahpur, Ahmedabad",,,MagicBricks,"8 | + | Photos | Updated 1 month ago | Owner: Sandeep Parmar | 3 BHK Flat for Sale in Shahpur, Ahmedabad | Carpet Area | 396 sqft | Status | Ready to Move | Floor | 3 out of 3 | Transaction | Resale | Furnishing | Semi-Furnished | overlooking | Main Road | Bathroom | 2 | Balcony | 3 | on main road | View Property | Nearby | The Shahpur Madhyamik Shala | Shraddha Multi Speciality Hospital | Ghee Kanta Metro Station | ₹ | 1.25 Cr | ₹ | 31566 per sqft | Contact Owner | Get Phone No.",125.0,396,3,"Shahpur, Ahmedabad",Semi-Furnished,3,31565.66,Luxury,Premium,3 BHK,1,132.0,277,0,Resale,0,Overvalued (Premium),,Unknown,Other,Unknown
"3 BHK Flat for Sale in Sangath Skyz, Motera, Ahmedabad",₹88 Lac,1004 sqft,3 BHK,,Semi-Furnished,Apartment,Owner,,"Sangath Skyz, Motera, Ahmedabad",,,MagicBricks,"13 | + | Photos | Updated Sep 21, '25 | Owner: tapan kumar Bhowmick | 3 BHK Flat for Sale in Sangath Skyz, Motera, Ahmedabad | Sangath Skyz | Carpet Area | 1004 sqft | Status | Ready to Move | Floor | 5 out of 12 | Transaction | Resale | Furnishing | Semi-Furnished | overlooking | Garden/Park | Society | Sangath Skyz | Ownership | Co-operative Society | Bathroom | 2 | Balcony | 3 | First Green building of Ahmedabad | View Property | Nearby | North Plaza | North Plaza | IDP School | Swastik School | Matis Multispeciality Hospital | Sentara Hospital | Sangath Mall | Shree Balaji Mall | Ashok Vihar Bus Stop | Himalaya Zirkon Bus Stop | ₹ | 88 Lac | ₹ | 5699 per sqft | Contact Owner | Get Phone No.",88.0,1004,3,"Sangath Skyz, Motera, Ahmedabad",Semi-Furnished,3,8764.94,Premium,Premium,3 BHK,2,334.67,703,0,Resale,1,Fair Value,Motera,Motera,Motera,Motera
"3 BHK Flat for Sale in Mahadev Smit, Vatva, Ahmedabad",₹58 Lac,1485 sqft,3 BHK,,Furnished,Apartment,Owner,,"Mahadev Smit, Vatva, Ahmedabad",,,MagicBricks,"8 | + | Photos | Posted: 3 months ago | Owner: bharat | 3 BHK Flat for Sale in Mahadev Smit, Vatva, Ahmedabad | Mahadev Smit | Super Area | 1485 sqft | Status | Ready to Move | Floor | 2 out of 7 | Transaction | Resale | Furnishing | Furnished | Society | Mahadev Smit | Bathroom | 3 | Balcony | 1 | View Property | Nearby | Gajanand Shopping Centre | Gopinath Industrial Estate | Divine Life School | Ashirwad Hindi Higher Secondary School | Sparsh Multispeciality Hospital | URJA MULTISPECIALITY HOSPITAL | Bimnath Shopping Centre | Al_Falah Complexr | Vatva Railway Station | Vatva Bus Stop | ₹ | 58 Lac | ₹ | 3906 per sqft | Contact Owner | Get Phone No.",58.0,1485,3,"Mahadev Smit, Vatva, Ahmedabad",Furnished,3,3905.72,Mid-Segment,Budget,3 BHK,1,495.0,1040,0,Resale,1,Fair Value,Vatva,Vatva,Vatva,Vatva
"2 BHK Flat for Sale in Sardar Patel Nagar Ellisbridge, Ahmedabad",₹43 Lac,600 sqft,2 BHK,,Unfurnished,Apartment,Owner,,"Sardar Patel Nagar Ellisbridge, Ahmedabad",,,MagicBricks,"8 | + | Photos | Updated 2 weeks ago | Owner: ravindra | 2 BHK Flat for Sale in Sardar Patel Nagar Ellisbridge, Ahmedabad | Super Area | 600 sqft | Status | Ready to Move | Floor | 2 out of 11 | Transaction | Resale | Furnishing | Unfurnished | Bathroom | 1 | Multistorey apartment is available for sale. It is a good location property. Please contact for more details. | View Property | ₹ | 43 Lac | ₹ | 7167 per sqft | Contact Owner | Get Phone No.",43.0,600,2,"Sardar Patel Nagar Ellisbridge, Ahmedabad",Unfurnished,2,7166.67,Premium,Budget,2 BHK,1,300.0,420,0,Resale,0,Fair Value,,Unknown,Other,Unknown
"2 BHK Flat for Sale in Ambawadi, Ahmedabad",₹95 Lac,1080 sqft,2 BHK,,Semi-Furnished,Villa/Bungalow,Owner,,"Ambawadi, Ahmedabad",,,MagicBricks,"2 | + | Photos | Updated 3 weeks ago | Owner: Parul Patel | 2 BHK Flat for Sale in Ambawadi, Ahmedabad | Carpet Area | 1080 sqft | Status | Ready to Move | Floor | 2 out of 4 | Transaction | Resale | Furnishing | Semi-Furnished | Ownership | Co-operative Society | Bathroom | 2 | Balcony | 2 | This home has the excellent air circulation and natural lighting, surrounded by independent bungalows. | View Property | Nearby | Aangan Complex | Centro | Delhi Public School | Elei AMC School | Poojam Hospital | Aartham Multi Super Speciality Hospital | Ahmedabad Central Mall | DMart | Manekbag Hall Bus Stop | Bopal Bus Stop | ₹ | 95 Lac | Contact Owner | Get Phone No.",95.0,1080,2,"Ambawadi, Ahmedabad",Semi-Furnished,2,8796.3,Premium,Premium,2 BHK,1,540.0,756,0,Resale,1,Fair Value,,Unknown,Other,Unknown
"2 BHK Flat for Sale in Phase 2 Vatva, Ahmedabad",₹35 Lac,614 sqft,2 BHK,,Unfurnished,Apartment,Owner,,"Phase 2 Vatva, Ahmedabad",,,MagicBricks,"7 | + | Photos | Posted: Sep 10, '25 | Owner: nirav shah | 2 BHK Flat for Sale in Phase 2 Vatva, Ahmedabad | Carpet Area | 614 sqft | Status | Ready to Move | Floor | 2 out of 7 | Transaction | Resale | Furnishing | Unfurnished | Bathroom | 2 | Balcony | 1 | Multistorey apartment is available for sale. It is a good location property. Please contact for more details. | View Property | ₹ | 35 Lac | Contact Owner | Get Phone No.",35.0,614,2,"Phase 2 Vatva, Ahmedabad",Unfurnished,2,5700.33,Mid-Segment,Budget,2 BHK,1,307.0,430,0,Resale,0,Fair Value,,Unknown,Other,Unknown
"2 BHK Flat for Sale in Saraspur, Ahmedabad",₹30 Lac,420 sqft,2 BHK,,Unfurnished,Apartment,Owner,,"Saraspur, Ahmedabad",,,MagicBricks,"5 | + | Photos | Posted: 3 months ago | Owner: Batul | 2 BHK Flat for Sale in Saraspur, Ahmedabad | Carpet Area | 420 sqft | Status | Ready to Move | Floor | 1 out of 5 | Transaction | Resale | Furnishing | Unfurnished | Bathroom | 2 | Balcony | 1 | View Property | Nearby | Sabji Mandi | Amber Cinema | Kalupur Metro Station | ₹ | 30 Lac | ₹ | 5000 per sqft | Contact Owner | Get Phone No.",30.0,420,2,"Saraspur, Ahmedabad",Unfurnished,2,7142.86,Premium,Budget,2 BHK,1,210.0,294,0,Resale,0,Overvalued (Premium),,Unknown,Other,Unknown
"4 BHK Flat for Sale in Godrej Garden City, Jagatpur Village, Gota, Ahmedabad",₹1.45 Cr,2211 sqft,4 BHK,,Furnished,Villa/Bungalow,Owner,,"Godrej Garden City, Jagatpur Village, Gota, Ahmedabad",,,MagicBricks,"19 | + | Photos | Posted: 3 months ago | Owner: Maulik T | 4 BHK Flat for Sale in Godrej Garden City, Jagatpur Village, Gota, Ahmedabad | Godrej Garden City | Super Area | 2211 sqft | Status | Ready to Move | Floor | 3 out of 22 | Transaction | Resale | Furnishing | Furnished | facing | East | overlooking | Garden/Park, Pool | Society | Godrej Garden City | Ownership | Freehold | Bathroom | 3 | Balcony | 3 | East Facing Property | Property is fully furnished and equipped for ready to move in with cloths. Price includes Electronics, Furniture and other household items. Respectively negotiable | View Property | Nearby | Shiv Orthopedic & Dental Hospital | Shreeji Mall | ₹ | 1.45 Cr | ₹ | 6558 per sqft | Contact Owner | Get Phone No.",145.0,2211,4,"Godrej Garden City, Jagatpur Village, Gota, Ahmedabad",Furnished,4,6558.12,Premium,Premium,4+ BHK,3,552.75,1548,1,Resale,1,Fair Value,Jagatpur Village,Jagatpur,Jagatpur,Jagatpur
"3 BHK Flat for Sale in Mahil Star Icon and Paradise, Hanspura, Naroda, Ahmedabad",₹95 Lac,2365 sqft,3 BHK,,Furnished,Apartment,Owner,,"Mahil Star Icon and Paradise, Hanspura, Naroda, Ahmedabad",,,MagicBricks,"4 | + | Photos | Posted: Sep 12, '25 | Owner: Hasmukh Parikh | 3 BHK Flat for Sale in Mahil Star Icon and Paradise, Hanspura, Naroda, Ahmedabad | Mahil Star Icon and Paradise | Super Area | 2365 sqft | Status | Ready to Move | Floor | 5 out of 13 | Transaction | Resale | Furnishing | Furnished | facing | East | overlooking | Garden/Park, Main Road | Society | Mahil Star Icon and Paradise | Ownership | Freehold | Bathroom | 3 | Balcony | 3 | East Facing Property | View Property | Nearby | Star Icon | SP School | Rishikes Hospital | Hanspura Bus Stand | ₹ | 95 Lac | ₹ | 4017 per sqft | Contact Owner | Get Phone No.",95.0,2365,3,"Mahil Star Icon and Paradise, Hanspura, Naroda, Ahmedabad",Furnished,3,4016.91,Mid-Segment,Premium,3 BHK,2,788.33,1656,1,Resale,1,Fair Value,Hanspura,Hanspura,Hanspura,Unknown
"2 BHK Flat for Sale in Platinum Elegance, Vinzol, Ahmedabad",₹37 Lac,1125 sqft,2 BHK,,Semi-Furnished,Apartment,Owner,,"Platinum Elegance, Vinzol, Ahmedabad",,,MagicBricks,"15 | + | Photos | Updated 1 month ago | Owner: Seema | 2 BHK Flat for Sale in Platinum Elegance, Vinzol, Ahmedabad | Platinum Elegance | Super Area | 1125 sqft | Status | Ready to Move | Floor | 1 out of 7 | Transaction | Resale | Furnishing | Semi-Furnished | Society | Platinum Elegance | Bathroom | 2 | Balcony | 2 | View Property | Nearby | Maa Sundhari Super Market | ₹ | 37 Lac | ₹ | 3289 per sqft | Contact Owner | Get Phone No.",37.0,1125,2,"Platinum Elegance, Vinzol, Ahmedabad",Semi-Furnished,2,3288.89,Affordable,Budget,2 BHK,1,562.5,788,0,Resale,1,Fair Value,Vinzol,Vinzol,Vinzol,Unknown
"2 BHK Flat for Sale in Hanspura, Naroda, Ahmedabad",₹50 Lac,133 sqyrd,2 BHK,,Unfurnished,Apartment,Owner,,"Hanspura, Naroda, Ahmedabad",,,MagicBricks,"16 | + | Photos | Updated 1 month ago | Owner: Nidhay joshi | 2 BHK Flat for Sale in Hanspura, Naroda, Ahmedabad | Super Area | 133 sqyrd | Status | Ready to Move | Floor | 1 out of 15 | Transaction | Resale | Furnishing | Unfurnished | Bathroom | 2 | View Property | Nearby | Star Icon | SP School | Rishikes Hospital | Hanspura Bus Stand | ₹ | 50 Lac | ₹ | 4177 per sqft | Contact Owner | Get Phone No.",50.0,1197,2,"Hanspura, Naroda, Ahmedabad",Unfurnished,2,4177.11,Mid-Segment,Budget,2 BHK,1,598.5,838,0,Resale,0,Fair Value,Naroda,Naroda,Naroda,Naroda
"2 BHK Flat for Sale in Shree Nand Heights, New Maninagar, Ahmedabad",₹35 Lac,74 sqyrd,2 BHK,,Semi-Furnished,Apartment,Owner,,"Shree Nand Heights, New Maninagar, Ahmedabad",,,MagicBricks,"2 | + | Photos | Updated 4 weeks ago | Owner: bhailu mecwan | 2 BHK Flat for Sale in Shree Nand Heights, New Maninagar, Ahmedabad | Shree Nand Heights | Super Area | 74 sqyrd | Status | Ready to Move | Floor | 5 out of 7 | Transaction | Resale | Furnishing | Semi-Furnished | Society | Shree Nand Heights | Ownership | Co-operative Society | Bathroom | 2 | Balcony | 1 | Multistorey apartment is available for sale. It is a good location property. Please contact for more details. | View Property | Nearby | Navrachana Higher Secondary School | ₹ | 35 Lac | ₹ | 5255 per sqft | Contact Owner | Get Phone No.",35.0,666,2,"Shree Nand Heights, New Maninagar, Ahmedabad",Semi-Furnished,2,5255.26,Mid-Segment,Budget,2 BHK,1,333.0,466,0,Resale,1,Fair Value,New Maninagar,Maninagar,Maninagar,Maninagar
"3 BHK Flat for Sale in Western Height, Jagatpur Village, Gota, Ahmedabad",₹75 Lac,1440 sqft,3 BHK,,Semi-Furnished,Villa/Bungalow,Owner,,"Western Height, Jagatpur Village, Gota, Ahmedabad",,,MagicBricks,"16 | + | Photos | Posted: 3 months ago | Owner: Manan acharya | 3 BHK Flat for Sale in Western Height, Jagatpur Village, Gota, Ahmedabad | Western Height | Carpet Area | 1440 sqft | Status | Ready to Move | Floor | 8 out of 12 | Transaction | Resale | Furnishing | Semi-Furnished | Society | Western Height | Bathroom | 2 | Balcony | 1 | Multistorey apartment is available for sale. It Carpet/Built-up area of 1440 sq-ft, it is a good location property. Please contact for more details. | View Property | Nearby | Shiv Orthopedic & Dental Hospital | Shreeji Mall | ₹ | 75 Lac | Contact Owner | Get Phone No.",75.0,1440,3,"Western Height, Jagatpur Village, Gota, Ahmedabad",Semi-Furnished,3,5208.33,Mid-Segment,Budget,3 BHK,1,480.0,1008,0,Resale,1,Fair Value,Jagatpur Village,Jagatpur,Jagatpur,Jagatpur
